https://italishoes.com.ua/krosivky-zhinochi-luca-grossi-616m,https://www.miomio.com.ua/uk/product/krosivky-zhinochi-luca-grossi-616m,301,TRUE,FALSE,FALSE,FALSE
https://italishoes.com.ua/krossovki-zhenskie-luca-grossi-616m,https://www.miomio.com.ua/ru/product/krossovki-zhenskie-luca-grossi-616m,301,TRUE,FALSE,FALSE,FALSE
https://italishoes.com.ua/krosivky-zhinochi-fru-it-6214,https://www.miomio.com.ua/uk/product/krosivky-zhinochi-fru-it-6214,301,TRUE,FALSE,FALSE,FALSE
https://italishoes.com.ua/krossovki-zhenskie-fru-it-6214,https://www.miomio.com.ua/ru/product/krossovki-zhenskie-fru-it-6214,301,TRUE,FALSE,FALSE,FALSE
https://italishoes.com.ua/krosivky-casadei-chorni-2j883,https://www.miomio.com.ua/uk/product/krosivky-casadei-chorni-2j883-2j883black,301,TRUE,FALSE,FALSE,FALSE
https://italishoes.com.ua/krossovki-casadei-chernye-2j883,https://www.miomio.com.ua/ru/product/krossovki-casadei-chernye-2j883-2j883black,301,TRUE,FALSE,FALSE,FALSE
https://italishoes.com.ua/krosivky-zhinochi-meline-1700,https://www.miomio.com.ua/uk/product/krosivky-zhinochi-meline-1700,301,TRUE,FALSE,FALSE,FALSE
https://italishoes.com.ua/krossovki-zhenskie-meline-1700,https://www.miomio.com.ua/ru/product/krossovki-zhenskie-meline-1700,301,TRUE,FALSE,FALSE,FALSE
https://italishoes.com.ua/futbolka-polo-cholovicha-ea7-3dpf26,https://www.miomio.com.ua/uk/product/futbolka-polo-cholovicha-ea7-3dpf26,301,TRUE,FALSE,FALSE,FALSE
https://italishoes.com.ua/futbolka-polo-muzhskaya-ea7-3dpf26,https://www.miomio.com.ua/ru/product/futbolka-polo-muzhskaya-ea7-ea7-emporio-armani-3dpf26,301,TRUE,FALSE,FALSE,FALSE
https://italishoes.com.ua/krosivky-ash-na-tanketci,https://www.miomio.com.ua/uk/product/krosivky-ash-na-tanketci-134943,301,TRUE,FALSE,FALSE,FALSE
https://italishoes.com.ua/krossovki-ash-na-tanketke,https://www.miomio.com.ua/ru/product/krossovki-ash-na-tanketke-134943,301,TRUE,FALSE,FALSE,FALSE
https://italishoes.com.ua/bosonizhky-pomaranchevi-h-estia-venezia,https://www.miomio.com.ua/uk/product/bosonizhky-pomaranchevi-h-estia-venezia-1746,301,TRUE,FALSE,FALSE,FALSE
